D,EDD_order,P,SPT_order,d_by_rank,d_multiset,instance_id,n,p_by_rank,tau_den,tau_num
22,"[2,4,3,1]",10,"[1,2,3,4]","[8,3,7,4]","[3,4,7,8]",n4_o099_r2432,4,"[1,2,3,4]",20,9
22,"[3,2,4,1]",10,"[1,2,3,4]","[8,4,3,7]","[3,4,7,8]",n4_o099_r2433,4,"[1,2,3,4]",20,9
22,"[4,2,3,1]",10,"[1,2,3,4]","[8,4,7,3]","[3,4,7,8]",n4_o099_r2434,4,"[1,2,3,4]",20,9
22,"[3,4,2,1]",10,"[1,2,3,4]","[8,7,3,4]","[3,4,7,8]",n4_o099_r2435,4,"[1,2,3,4]",20,9
22,"[4,3,2,1]",10,"[1,2,3,4]","[8,7,4,3]","[3,4,7,8]",n4_o099_r2436,4,"[1,2,3,4]",20,9
23,"[1,2,3,4]",10,"[1,2,3,4]","[3,4,7,9]","[3,4,7,9]",n4_o100_r2437,4,"[1,2,3,4]",40,17
23,"[1,2,4,3]",10,"[1,2,3,4]","[3,4,9,7]","[3,4,7,9]",n4_o100_r2438,4,"[1,2,3,4]",40,17
23,"[1,3,2,4]",10,"[1,2,3,4]","[3,7,4,9]","[3,4,7,9]",n4_o100_r2439,4,"[1,2,3,4]",40,17
23,"[1,4,2,3]",10,"[1,2,3,4]","[3,7,9,4]","[3,4,7,9]",n4_o100_r2440,4,"[1,2,3,4]",40,17
23,"[1,3,4,2]",10,"[1,2,3,4]","[3,9,4,7]","[3,4,7,9]",n4_o100_r2441,4,"[1,2,3,4]",40,17
23,"[1,4,3,2]",10,"[1,2,3,4]","[3,9,7,4]","[3,4,7,9]",n4_o100_r2442,4,"[1,2,3,4]",40,17
23,"[2,1,3,4]",10,"[1,2,3,4]","[4,3,7,9]","[3,4,7,9]",n4_o100_r2443,4,"[1,2,3,4]",40,17
23,"[2,1,4,3]",10,"[1,2,3,4]","[4,3,9,7]","[3,4,7,9]",n4_o100_r2444,4,"[1,2,3,4]",40,17
23,"[3,1,2,4]",10,"[1,2,3,4]","[4,7,3,9]","[3,4,7,9]",n4_o100_r2445,4,"[1,2,3,4]",40,17
23,"[4,1,2,3]",10,"[1,2,3,4]","[4,7,9,3]","[3,4,7,9]",n4_o100_r2446,4,"[1,2,3,4]",40,17
23,"[3,1,4,2]",10,"[1,2,3,4]","[4,9,3,7]","[3,4,7,9]",n4_o100_r2447,4,"[1,2,3,4]",40,17
23,"[4,1,3,2]",10,"[1,2,3,4]","[4,9,7,3]","[3,4,7,9]",n4_o100_r2448,4,"[1,2,3,4]",40,17
23,"[2,3,1,4]",10,"[1,2,3,4]","[7,3,4,9]","[3,4,7,9]",n4_o100_r2449,4,"[1,2,3,4]",40,17
23,"[2,4,1,3]",10,"[1,2,3,4]","[7,3,9,4]","[3,4,7,9]",n4_o100_r2450,4,"[1,2,3,4]",40,17
23,"[3,2,1,4]",10,"[1,2,3,4]","[7,4,3,9]","[3,4,7,9]",n4_o100_r2451,4,"[1,2,3,4]",40,17
23,"[4,2,1,3]",10,"[1,2,3,4]","[7,4,9,3]","[3,4,7,9]",n4_o100_r2452,4,"[1,2,3,4]",40,17
23,"[3,4,1,2]",10,"[1,2,3,4]","[7,9,3,4]","[3,4,7,9]",n4_o100_r2453,4,"[1,2,3,4]",40,17
23,"[4,3,1,2]",10,"[1,2,3,4]","[7,9,4,3]","[3,4,7,9]",n4_o100_r2454,4,"[1,2,3,4]",40,17
23,"[2,3,4,1]",10,"[1,2,3,4]","[9,3,4,7]","[3,4,7,9]",n4_o100_r2455,4,"[1,2,3,4]",40,17
23,"[2,4,3,1]",10,"[1,2,3,4]","[9,3,7,4]","[3,4,7,9]",n4_o100_r2456,4,"[1,2,3,4]",40,17
23,"[3,2,4,1]",10,"[1,2,3,4]","[9,4,3,7]","[3,4,7,9]",n4_o100_r2457,4,"[1,2,3,4]",40,17
23,"[4,2,3,1]",10,"[1,2,3,4]","[9,4,7,3]","[3,4,7,9]",n4_o100_r2458,4,"[1,2,3,4]",40,17
23,"[3,4,2,1]",10,"[1,2,3,4]","[9,7,3,4]","[3,4,7,9]",n4_o100_r2459,4,"[1,2,3,4]",40,17
23,"[4,3,2,1]",10,"[1,2,3,4]","[9,7,4,3]","[3,4,7,9]",n4_o100_r2460,4,"[1,2,3,4]",40,17
24,"[1,2,3,4]",10,"[1,2,3,4]","[3,4,8,9]","[3,4,8,9]",n4_o101_r2461,4,"[1,2,3,4]",5,2
24,"[1,2,4,3]",10,"[1,2,3,4]","[3,4,9,8]","[3,4,8,9]",n4_o101_r2462,4,"[1,2,3,4]",5,2
24,"[1,3,2,4]",10,"[1,2,3,4]","[3,8,4,9]","[3,4,8,9]",n4_o101_r2463,4,"[1,2,3,4]",5,2
24,"[1,4,2,3]",10,"[1,2,3,4]","[3,8,9,4]","[3,4,8,9]",n4_o101_r2464,4,"[1,2,3,4]",5,2
24,"[1,3,4,2]",10,"[1,2,3,4]","[3,9,4,8]","[3,4,8,9]",n4_o101_r2465,4,"[1,2,3,4]",5,2
24,"[1,4,3,2]",10,"[1,2,3,4]","[3,9,8,4]","[3,4,8,9]",n4_o101_r2466,4,"[1,2,3,4]",5,2
24,"[2,1,3,4]",10,"[1,2,3,4]","[4,3,8,9]","[3,4,8,9]",n4_o101_r2467,4,"[1,2,3,4]",5,2
24,"[2,1,4,3]",10,"[1,2,3,4]","[4,3,9,8]","[3,4,8,9]",n4_o101_r2468,4,"[1,2,3,4]",5,2
24,"[3,1,2,4]",10,"[1,2,3,4]","[4,8,3,9]","[3,4,8,9]",n4_o101_r2469,4,"[1,2,3,4]",5,2
24,"[4,1,2,3]",10,"[1,2,3,4]","[4,8,9,3]","[3,4,8,9]",n4_o101_r2470,4,"[1,2,3,4]",5,2
24,"[3,1,4,2]",10,"[1,2,3,4]","[4,9,3,8]","[3,4,8,9]",n4_o101_r2471,4,"[1,2,3,4]",5,2
24,"[4,1,3,2]",10,"[1,2,3,4]","[4,9,8,3]","[3,4,8,9]",n4_o101_r2472,4,"[1,2,3,4]",5,2
24,"[2,3,1,4]",10,"[1,2,3,4]","[8,3,4,9]","[3,4,8,9]",n4_o101_r2473,4,"[1,2,3,4]",5,2
24,"[2,4,1,3]",10,"[1,2,3,4]","[8,3,9,4]","[3,4,8,9]",n4_o101_r2474,4,"[1,2,3,4]",5,2
24,"[3,2,1,4]",10,"[1,2,3,4]","[8,4,3,9]","[3,4,8,9]",n4_o101_r2475,4,"[1,2,3,4]",5,2
24,"[4,2,1,3]",10,"[1,2,3,4]","[8,4,9,3]","[3,4,8,9]",n4_o101_r2476,4,"[1,2,3,4]",5,2
24,"[3,4,1,2]",10,"[1,2,3,4]","[8,9,3,4]","[3,4,8,9]",n4_o101_r2477,4,"[1,2,3,4]",5,2
24,"[4,3,1,2]",10,"[1,2,3,4]","[8,9,4,3]","[3,4,8,9]",n4_o101_r2478,4,"[1,2,3,4]",5,2
24,"[2,3,4,1]",10,"[1,2,3,4]","[9,3,4,8]","[3,4,8,9]",n4_o101_r2479,4,"[1,2,3,4]",5,2
24,"[2,4,3,1]",10,"[1,2,3,4]","[9,3,8,4]","[3,4,8,9]",n4_o101_r2480,4,"[1,2,3,4]",5,2
24,"[3,2,4,1]",10,"[1,2,3,4]","[9,4,3,8]","[3,4,8,9]",n4_o101_r2481,4,"[1,2,3,4]",5,2
24,"[4,2,3,1]",10,"[1,2,3,4]","[9,4,8,3]","[3,4,8,9]",n4_o101_r2482,4,"[1,2,3,4]",5,2
24,"[3,4,2,1]",10,"[1,2,3,4]","[9,8,3,4]","[3,4,8,9]",n4_o101_r2483,4,"[1,2,3,4]",5,2
24,"[4,3,2,1]",10,"[1,2,3,4]","[9,8,4,3]","[3,4,8,9]",n4_o101_r2484,4,"[1,2,3,4]",5,2
21,"[1,2,3,4]",10,"[1,2,3,4]","[3,5,6,7]","[3,5,6,7]",n4_o102_r2485,4,"[1,2,3,4]",40,19
21,"[1,2,4,3]",10,"[1,2,3,4]","[3,5,7,6]","[3,5,6,7]",n4_o102_r2486,4,"[1,2,3,4]",40,19
21,"[1,3,2,4]",10,"[1,2,3,4]","[3,6,5,7]","[3,5,6,7]",n4_o102_r2487,4,"[1,2,3,4]",40,19
21,"[1,4,2,3]",10,"[1,2,3,4]","[3,6,7,5]","[3,5,6,7]",n4_o102_r2488,4,"[1,2,3,4]",40,19
21,"[1,3,4,2]",10,"[1,2,3,4]","[3,7,5,6]","[3,5,6,7]",n4_o102_r2489,4,"[1,2,3,4]",40,19
21,"[1,4,3,2]",10,"[1,2,3,4]","[3,7,6,5]","[3,5,6,7]",n4_o102_r2490,4,"[1,2,3,4]",40,19
21,"[2,1,3,4]",10,"[1,2,3,4]","[5,3,6,7]","[3,5,6,7]",n4_o102_r2491,4,"[1,2,3,4]",40,19
21,"[2,1,4,3]",10,"[1,2,3,4]","[5,3,7,6]","[3,5,6,7]",n4_o102_r2492,4,"[1,2,3,4]",40,19
21,"[3,1,2,4]",10,"[1,2,3,4]","[5,6,3,7]","[3,5,6,7]",n4_o102_r2493,4,"[1,2,3,4]",40,19
21,"[4,1,2,3]",10,"[1,2,3,4]","[5,6,7,3]","[3,5,6,7]",n4_o102_r2494,4,"[1,2,3,4]",40,19
21,"[3,1,4,2]",10,"[1,2,3,4]","[5,7,3,6]","[3,5,6,7]",n4_o102_r2495,4,"[1,2,3,4]",40,19
21,"[4,1,3,2]",10,"[1,2,3,4]","[5,7,6,3]","[3,5,6,7]",n4_o102_r2496,4,"[1,2,3,4]",40,19
21,"[2,3,1,4]",10,"[1,2,3,4]","[6,3,5,7]","[3,5,6,7]",n4_o102_r2497,4,"[1,2,3,4]",40,19
21,"[2,4,1,3]",10,"[1,2,3,4]","[6,3,7,5]","[3,5,6,7]",n4_o102_r2498,4,"[1,2,3,4]",40,19
21,"[3,2,1,4]",10,"[1,2,3,4]","[6,5,3,7]","[3,5,6,7]",n4_o102_r2499,4,"[1,2,3,4]",40,19
21,"[4,2,1,3]",10,"[1,2,3,4]","[6,5,7,3]","[3,5,6,7]",n4_o102_r2500,4,"[1,2,3,4]",40,19
21,"[3,4,1,2]",10,"[1,2,3,4]","[6,7,3,5]","[3,5,6,7]",n4_o102_r2501,4,"[1,2,3,4]",40,19
21,"[4,3,1,2]",10,"[1,2,3,4]","[6,7,5,3]","[3,5,6,7]",n4_o102_r2502,4,"[1,2,3,4]",40,19
21,"[2,3,4,1]",10,"[1,2,3,4]","[7,3,5,6]","[3,5,6,7]",n4_o102_r2503,4,"[1,2,3,4]",40,19
21,"[2,4,3,1]",10,"[1,2,3,4]","[7,3,6,5]","[3,5,6,7]",n4_o102_r2504,4,"[1,2,3,4]",40,19
21,"[3,2,4,1]",10,"[1,2,3,4]","[7,5,3,6]","[3,5,6,7]",n4_o102_r2505,4,"[1,2,3,4]",40,19
21,"[4,2,3,1]",10,"[1,2,3,4]","[7,5,6,3]","[3,5,6,7]",n4_o102_r2506,4,"[1,2,3,4]",40,19
21,"[3,4,2,1]",10,"[1,2,3,4]","[7,6,3,5]","[3,5,6,7]",n4_o102_r2507,4,"[1,2,3,4]",40,19
21,"[4,3,2,1]",10,"[1,2,3,4]","[7,6,5,3]","[3,5,6,7]",n4_o102_r2508,4,"[1,2,3,4]",40,19
22,"[1,2,3,4]",10,"[1,2,3,4]","[3,5,6,8]","[3,5,6,8]",n4_o103_r2509,4,"[1,2,3,4]",20,9
22,"[1,2,4,3]",10,"[1,2,3,4]","[3,5,8,6]","[3,5,6,8]",n4_o103_r2510,4,"[1,2,3,4]",20,9
22,"[1,3,2,4]",10,"[1,2,3,4]","[3,6,5,8]","[3,5,6,8]",n4_o103_r2511,4,"[1,2,3,4]",20,9
22,"[1,4,2,3]",10,"[1,2,3,4]","[3,6,8,5]","[3,5,6,8]",n4_o103_r2512,4,"[1,2,3,4]",20,9
22,"[1,3,4,2]",10,"[1,2,3,4]","[3,8,5,6]","[3,5,6,8]",n4_o103_r2513,4,"[1,2,3,4]",20,9
22,"[1,4,3,2]",10,"[1,2,3,4]","[3,8,6,5]","[3,5,6,8]",n4_o103_r2514,4,"[1,2,3,4]",20,9
22,"[2,1,3,4]",10,"[1,2,3,4]","[5,3,6,8]","[3,5,6,8]",n4_o103_r2515,4,"[1,2,3,4]",20,9
22,"[2,1,4,3]",10,"[1,2,3,4]","[5,3,8,6]","[3,5,6,8]",n4_o103_r2516,4,"[1,2,3,4]",20,9
22,"[3,1,2,4]",10,"[1,2,3,4]","[5,6,3,8]","[3,5,6,8]",n4_o103_r2517,4,"[1,2,3,4]",20,9
22,"[4,1,2,3]",10,"[1,2,3,4]","[5,6,8,3]","[3,5,6,8]",n4_o103_r2518,4,"[1,2,3,4]",20,9
22,"[3,1,4,2]",10,"[1,2,3,4]","[5,8,3,6]","[3,5,6,8]",n4_o103_r2519,4,"[1,2,3,4]",20,9
22,"[4,1,3,2]",10,"[1,2,3,4]","[5,8,6,3]","[3,5,6,8]",n4_o103_r2520,4,"[1,2,3,4]",20,9
22,"[2,3,1,4]",10,"[1,2,3,4]","[6,3,5,8]","[3,5,6,8]",n4_o103_r2521,4,"[1,2,3,4]",20,9
22,"[2,4,1,3]",10,"[1,2,3,4]","[6,3,8,5]","[3,5,6,8]",n4_o103_r2522,4,"[1,2,3,4]",20,9
22,"[3,2,1,4]",10,"[1,2,3,4]","[6,5,3,8]","[3,5,6,8]",n4_o103_r2523,4,"[1,2,3,4]",20,9
22,"[4,2,1,3]",10,"[1,2,3,4]","[6,5,8,3]","[3,5,6,8]",n4_o103_r2524,4,"[1,2,3,4]",20,9
22,"[3,4,1,2]",10,"[1,2,3,4]","[6,8,3,5]","[3,5,6,8]",n4_o103_r2525,4,"[1,2,3,4]",20,9
22,"[4,3,1,2]",10,"[1,2,3,4]","[6,8,5,3]","[3,5,6,8]",n4_o103_r2526,4,"[1,2,3,4]",20,9
22,"[2,3,4,1]",10,"[1,2,3,4]","[8,3,5,6]","[3,5,6,8]",n4_o103_r2527,4,"[1,2,3,4]",20,9
22,"[2,4,3,1]",10,"[1,2,3,4]","[8,3,6,5]","[3,5,6,8]",n4_o103_r2528,4,"[1,2,3,4]",20,9
22,"[3,2,4,1]",10,"[1,2,3,4]","[8,5,3,6]","[3,5,6,8]",n4_o103_r2529,4,"[1,2,3,4]",20,9
22,"[4,2,3,1]",10,"[1,2,3,4]","[8,5,6,3]","[3,5,6,8]",n4_o103_r2530,4,"[1,2,3,4]",20,9
22,"[3,4,2,1]",10,"[1,2,3,4]","[8,6,3,5]","[3,5,6,8]",n4_o103_r2531,4,"[1,2,3,4]",20,9
22,"[4,3,2,1]",10,"[1,2,3,4]","[8,6,5,3]","[3,5,6,8]",n4_o103_r2532,4,"[1,2,3,4]",20,9
23,"[1,2,3,4]",10,"[1,2,3,4]","[3,5,6,9]","[3,5,6,9]",n4_o104_r2533,4,"[1,2,3,4]",40,17
23,"[1,2,4,3]",10,"[1,2,3,4]","[3,5,9,6]","[3,5,6,9]",n4_o104_r2534,4,"[1,2,3,4]",40,17
23,"[1,3,2,4]",10,"[1,2,3,4]","[3,6,5,9]","[3,5,6,9]",n4_o104_r2535,4,"[1,2,3,4]",40,17
23,"[1,4,2,3]",10,"[1,2,3,4]","[3,6,9,5]","[3,5,6,9]",n4_o104_r2536,4,"[1,2,3,4]",40,17
23,"[1,3,4,2]",10,"[1,2,3,4]","[3,9,5,6]","[3,5,6,9]",n4_o104_r2537,4,"[1,2,3,4]",40,17
23,"[1,4,3,2]",10,"[1,2,3,4]","[3,9,6,5]","[3,5,6,9]",n4_o104_r2538,4,"[1,2,3,4]",40,17
23,"[2,1,3,4]",10,"[1,2,3,4]","[5,3,6,9]","[3,5,6,9]",n4_o104_r2539,4,"[1,2,3,4]",40,17
23,"[2,1,4,3]",10,"[1,2,3,4]","[5,3,9,6]","[3,5,6,9]",n4_o104_r2540,4,"[1,2,3,4]",40,17
23,"[3,1,2,4]",10,"[1,2,3,4]","[5,6,3,9]","[3,5,6,9]",n4_o104_r2541,4,"[1,2,3,4]",40,17
23,"[4,1,2,3]",10,"[1,2,3,4]","[5,6,9,3]","[3,5,6,9]",n4_o104_r2542,4,"[1,2,3,4]",40,17
23,"[3,1,4,2]",10,"[1,2,3,4]","[5,9,3,6]","[3,5,6,9]",n4_o104_r2543,4,"[1,2,3,4]",40,17
23,"[4,1,3,2]",10,"[1,2,3,4]","[5,9,6,3]","[3,5,6,9]",n4_o104_r2544,4,"[1,2,3,4]",40,17
23,"[2,3,1,4]",10,"[1,2,3,4]","[6,3,5,9]","[3,5,6,9]",n4_o104_r2545,4,"[1,2,3,4]",40,17
23,"[2,4,1,3]",10,"[1,2,3,4]","[6,3,9,5]","[3,5,6,9]",n4_o104_r2546,4,"[1,2,3,4]",40,17
23,"[3,2,1,4]",10,"[1,2,3,4]","[6,5,3,9]","[3,5,6,9]",n4_o104_r2547,4,"[1,2,3,4]",40,17
23,"[4,2,1,3]",10,"[1,2,3,4]","[6,5,9,3]","[3,5,6,9]",n4_o104_r2548,4,"[1,2,3,4]",40,17
23,"[3,4,1,2]",10,"[1,2,3,4]","[6,9,3,5]","[3,5,6,9]",n4_o104_r2549,4,"[1,2,3,4]",40,17
23,"[4,3,1,2]",10,"[1,2,3,4]","[6,9,5,3]","[3,5,6,9]",n4_o104_r2550,4,"[1,2,3,4]",40,17
23,"[2,3,4,1]",10,"[1,2,3,4]","[9,3,5,6]","[3,5,6,9]",n4_o104_r2551,4,"[1,2,3,4]",40,17
23,"[2,4,3,1]",10,"[1,2,3,4]","[9,3,6,5]","[3,5,6,9]",n4_o104_r2552,4,"[1,2,3,4]",40,17
23,"[3,2,4,1]",10,"[1,2,3,4]","[9,5,3,6]","[3,5,6,9]",n4_o104_r2553,4,"[1,2,3,4]",40,17
23,"[4,2,3,1]",10,"[1,2,3,4]","[9,5,6,3]","[3,5,6,9]",n4_o104_r2554,4,"[1,2,3,4]",40,17
23,"[3,4,2,1]",10,"[1,2,3,4]","[9,6,3,5]","[3,5,6,9]",n4_o104_r2555,4,"[1,2,3,4]",40,17
23,"[4,3,2,1]",10,"[1,2,3,4]","[9,6,5,3]","[3,5,6,9]",n4_o104_r2556,4,"[1,2,3,4]",40,17
23,"[1,2,3,4]",10,"[1,2,3,4]","[3,5,7,8]","[3,5,7,8]",n4_o105_r2557,4,"[1,2,3,4]",40,17
23,"[1,2,4,3]",10,"[1,2,3,4]","[3,5,8,7]","[3,5,7,8]",n4_o105_r2558,4,"[1,2,3,4]",40,17
23,"[1,3,2,4]",10,"[1,2,3,4]","[3,7,5,8]","[3,5,7,8]",n4_o105_r2559,4,"[1,2,3,4]",40,17
23,"[1,4,2,3]",10,"[1,2,3,4]","[3,7,8,5]","[3,5,7,8]",n4_o105_r2560,4,"[1,2,3,4]",40,17
23,"[1,3,4,2]",10,"[1,2,3,4]","[3,8,5,7]","[3,5,7,8]",n4_o105_r2561,4,"[1,2,3,4]",40,17
23,"[1,4,3,2]",10,"[1,2,3,4]","[3,8,7,5]","[3,5,7,8]",n4_o105_r2562,4,"[1,2,3,4]",40,17
23,"[2,1,3,4]",10,"[1,2,3,4]","[5,3,7,8]","[3,5,7,8]",n4_o105_r2563,4,"[1,2,3,4]",40,17
23,"[2,1,4,3]",10,"[1,2,3,4]","[5,3,8,7]","[3,5,7,8]",n4_o105_r2564,4,"[1,2,3,4]",40,17
23,"[3,1,2,4]",10,"[1,2,3,4]","[5,7,3,8]","[3,5,7,8]",n4_o105_r2565,4,"[1,2,3,4]",40,17
23,"[4,1,2,3]",10,"[1,2,3,4]","[5,7,8,3]","[3,5,7,8]",n4_o105_r2566,4,"[1,2,3,4]",40,17
23,"[3,1,4,2]",10,"[1,2,3,4]","[5,8,3,7]","[3,5,7,8]",n4_o105_r2567,4,"[1,2,3,4]",40,17
23,"[4,1,3,2]",10,"[1,2,3,4]","[5,8,7,3]","[3,5,7,8]",n4_o105_r2568,4,"[1,2,3,4]",40,17
23,"[2,3,1,4]",10,"[1,2,3,4]","[7,3,5,8]","[3,5,7,8]",n4_o105_r2569,4,"[1,2,3,4]",40,17
23,"[2,4,1,3]",10,"[1,2,3,4]","[7,3,8,5]","[3,5,7,8]",n4_o105_r2570,4,"[1,2,3,4]",40,17
23,"[3,2,1,4]",10,"[1,2,3,4]","[7,5,3,8]","[3,5,7,8]",n4_o105_r2571,4,"[1,2,3,4]",40,17
23,"[4,2,1,3]",10,"[1,2,3,4]","[7,5,8,3]","[3,5,7,8]",n4_o105_r2572,4,"[1,2,3,4]",40,17
23,"[3,4,1,2]",10,"[1,2,3,4]","[7,8,3,5]","[3,5,7,8]",n4_o105_r2573,4,"[1,2,3,4]",40,17
23,"[4,3,1,2]",10,"[1,2,3,4]","[7,8,5,3]","[3,5,7,8]",n4_o105_r2574,4,"[1,2,3,4]",40,17
23,"[2,3,4,1]",10,"[1,2,3,4]","[8,3,5,7]","[3,5,7,8]",n4_o105_r2575,4,"[1,2,3,4]",40,17
23,"[2,4,3,1]",10,"[1,2,3,4]","[8,3,7,5]","[3,5,7,8]",n4_o105_r2576,4,"[1,2,3,4]",40,17
23,"[3,2,4,1]",10,"[1,2,3,4]","[8,5,3,7]","[3,5,7,8]",n4_o105_r2577,4,"[1,2,3,4]",40,17
23,"[4,2,3,1]",10,"[1,2,3,4]","[8,5,7,3]","[3,5,7,8]",n4_o105_r2578,4,"[1,2,3,4]",40,17
23,"[3,4,2,1]",10,"[1,2,3,4]","[8,7,3,5]","[3,5,7,8]",n4_o105_r2579,4,"[1,2,3,4]",40,17
23,"[4,3,2,1]",10,"[1,2,3,4]","[8,7,5,3]","[3,5,7,8]",n4_o105_r2580,4,"[1,2,3,4]",40,17
24,"[1,2,3,4]",10,"[1,2,3,4]","[3,5,7,9]","[3,5,7,9]",n4_o106_r2581,4,"[1,2,3,4]",5,2
24,"[1,2,4,3]",10,"[1,2,3,4]","[3,5,9,7]","[3,5,7,9]",n4_o106_r2582,4,"[1,2,3,4]",5,2
24,"[1,3,2,4]",10,"[1,2,3,4]","[3,7,5,9]","[3,5,7,9]",n4_o106_r2583,4,"[1,2,3,4]",5,2
24,"[1,4,2,3]",10,"[1,2,3,4]","[3,7,9,5]","[3,5,7,9]",n4_o106_r2584,4,"[1,2,3,4]",5,2
24,"[1,3,4,2]",10,"[1,2,3,4]","[3,9,5,7]","[3,5,7,9]",n4_o106_r2585,4,"[1,2,3,4]",5,2
24,"[1,4,3,2]",10,"[1,2,3,4]","[3,9,7,5]","[3,5,7,9]",n4_o106_r2586,4,"[1,2,3,4]",5,2
24,"[2,1,3,4]",10,"[1,2,3,4]","[5,3,7,9]","[3,5,7,9]",n4_o106_r2587,4,"[1,2,3,4]",5,2
24,"[2,1,4,3]",10,"[1,2,3,4]","[5,3,9,7]","[3,5,7,9]",n4_o106_r2588,4,"[1,2,3,4]",5,2
24,"[3,1,2,4]",10,"[1,2,3,4]","[5,7,3,9]","[3,5,7,9]",n4_o106_r2589,4,"[1,2,3,4]",5,2
24,"[4,1,2,3]",10,"[1,2,3,4]","[5,7,9,3]","[3,5,7,9]",n4_o106_r2590,4,"[1,2,3,4]",5,2
24,"[3,1,4,2]",10,"[1,2,3,4]","[5,9,3,7]","[3,5,7,9]",n4_o106_r2591,4,"[1,2,3,4]",5,2
24,"[4,1,3,2]",10,"[1,2,3,4]","[5,9,7,3]","[3,5,7,9]",n4_o106_r2592,4,"[1,2,3,4]",5,2
24,"[2,3,1,4]",10,"[1,2,3,4]","[7,3,5,9]","[3,5,7,9]",n4_o106_r2593,4,"[1,2,3,4]",5,2
24,"[2,4,1,3]",10,"[1,2,3,4]","[7,3,9,5]","[3,5,7,9]",n4_o106_r2594,4,"[1,2,3,4]",5,2
24,"[3,2,1,4]",10,"[1,2,3,4]","[7,5,3,9]","[3,5,7,9]",n4_o106_r2595,4,"[1,2,3,4]",5,2
24,"[4,2,1,3]",10,"[1,2,3,4]","[7,5,9,3]","[3,5,7,9]",n4_o106_r2596,4,"[1,2,3,4]",5,2
24,"[3,4,1,2]",10,"[1,2,3,4]","[7,9,3,5]","[3,5,7,9]",n4_o106_r2597,4,"[1,2,3,4]",5,2
24,"[4,3,1,2]",10,"[1,2,3,4]","[7,9,5,3]","[3,5,7,9]",n4_o106_r2598,4,"[1,2,3,4]",5,2
24,"[2,3,4,1]",10,"[1,2,3,4]","[9,3,5,7]","[3,5,7,9]",n4_o106_r2599,4,"[1,2,3,4]",5,2
24,"[2,4,3,1]",10,"[1,2,3,4]","[9,3,7,5]","[3,5,7,9]",n4_o106_r2600,4,"[1,2,3,4]",5,2
24,"[3,2,4,1]",10,"[1,2,3,4]","[9,5,3,7]","[3,5,7,9]",n4_o106_r2601,4,"[1,2,3,4]",5,2
24,"[4,2,3,1]",10,"[1,2,3,4]","[9,5,7,3]","[3,5,7,9]",n4_o106_r2602,4,"[1,2,3,4]",5,2
24,"[3,4,2,1]",10,"[1,2,3,4]","[9,7,3,5]","[3,5,7,9]",n4_o106_r2603,4,"[1,2,3,4]",5,2
24,"[4,3,2,1]",10,"[1,2,3,4]","[9,7,5,3]","[3,5,7,9]",n4_o106_r2604,4,"[1,2,3,4]",5,2
25,"[1,2,3,4]",10,"[1,2,3,4]","[3,5,8,9]","[3,5,8,9]",n4_o107_r2605,4,"[1,2,3,4]",8,3
25,"[1,2,4,3]",10,"[1,2,3,4]","[3,5,9,8]","[3,5,8,9]",n4_o107_r2606,4,"[1,2,3,4]",8,3
25,"[1,3,2,4]",10,"[1,2,3,4]","[3,8,5,9]","[3,5,8,9]",n4_o107_r2607,4,"[1,2,3,4]",8,3
25,"[1,4,2,3]",10,"[1,2,3,4]","[3,8,9,5]","[3,5,8,9]",n4_o107_r2608,4,"[1,2,3,4]",8,3
25,"[1,3,4,2]",10,"[1,2,3,4]","[3,9,5,8]","[3,5,8,9]",n4_o107_r2609,4,"[1,2,3,4]",8,3
25,"[1,4,3,2]",10,"[1,2,3,4]","[3,9,8,5]","[3,5,8,9]",n4_o107_r2610,4,"[1,2,3,4]",8,3
25,"[2,1,3,4]",10,"[1,2,3,4]","[5,3,8,9]","[3,5,8,9]",n4_o107_r2611,4,"[1,2,3,4]",8,3
25,"[2,1,4,3]",10,"[1,2,3,4]","[5,3,9,8]","[3,5,8,9]",n4_o107_r2612,4,"[1,2,3,4]",8,3
25,"[3,1,2,4]",10,"[1,2,3,4]","[5,8,3,9]","[3,5,8,9]",n4_o107_r2613,4,"[1,2,3,4]",8,3
25,"[4,1,2,3]",10,"[1,2,3,4]","[5,8,9,3]","[3,5,8,9]",n4_o107_r2614,4,"[1,2,3,4]",8,3
25,"[3,1,4,2]",10,"[1,2,3,4]","[5,9,3,8]","[3,5,8,9]",n4_o107_r2615,4,"[1,2,3,4]",8,3
25,"[4,1,3,2]",10,"[1,2,3,4]","[5,9,8,3]","[3,5,8,9]",n4_o107_r2616,4,"[1,2,3,4]",8,3
25,"[2,3,1,4]",10,"[1,2,3,4]","[8,3,5,9]","[3,5,8,9]",n4_o107_r2617,4,"[1,2,3,4]",8,3
25,"[2,4,1,3]",10,"[1,2,3,4]","[8,3,9,5]","[3,5,8,9]",n4_o107_r2618,4,"[1,2,3,4]",8,3
25,"[3,2,1,4]",10,"[1,2,3,4]","[8,5,3,9]","[3,5,8,9]",n4_o107_r2619,4,"[1,2,3,4]",8,3
25,"[4,2,1,3]",10,"[1,2,3,4]","[8,5,9,3]","[3,5,8,9]",n4_o107_r2620,4,"[1,2,3,4]",8,3
25,"[3,4,1,2]",10,"[1,2,3,4]","[8,9,3,5]","[3,5,8,9]",n4_o107_r2621,4,"[1,2,3,4]",8,3
25,"[4,3,1,2]",10,"[1,2,3,4]","[8,9,5,3]","[3,5,8,9]",n4_o107_r2622,4,"[1,2,3,4]",8,3
