"EDD_prefix_t","I_forward","I_reverse","SPT_C_a","SPT_C_b","a_p_rank","b_p_rank","class_id","d_H","d_L","observed_delta_difference","panel","predicted_delta_difference","prediction_category","prediction_magnitude","prediction_matches"
"0","B_o029_r03787","B_o029_r03789","7","14","3","4","WP09C01950","3","1","3","B","3","positive","3","True"
"0","B_o029_r03829","B_o029_r03831","7","14","3","4","WP09C01951","3","1","3","B","3","positive","3","True"
"0","B_o029_r03794","B_o029_r03800","3","7","2","3","WP09C01952","3","1","2","B","2","positive","2","True"
"0","B_o029_r03728","B_o029_r03752","1","7","1","3","WP09C01959","3","1","1","B","1","positive","1","True"
"0","B_o029_r03734","B_o029_r03758","1","7","1","3","WP09C01972","3","1","1","B","1","positive","1","True"
"0","B_o029_r03811","B_o029_r03813","7","14","3","4","WP09C01983","3","1","3","B","3","positive","3","True"
"0","B_o029_r03740","B_o029_r03764","1","7","1","3","WP09C01984","3","1","1","B","1","positive","1","True"
"0","B_o029_r03797","B_o029_r03803","3","14","2","4","WP09C01985","3","1","5","B","5","positive","5","True"
"0","B_o029_r03770","B_o029_r03776","3","7","2","3","WP09C01986","3","1","2","B","2","positive","2","True"
"0","B_o029_r03737","B_o029_r03761","1","14","1","4","WP09C01991","3","1","4","B","4","positive","4","True"
"0","B_o029_r03741","B_o029_r03765","1","14","1","4","WP09C01993","3","1","4","B","4","positive","4","True"
"0","B_o029_r03739","B_o029_r03763","1","7","1","3","WP09C01996","3","1","1","B","1","positive","1","True"
"0","B_o029_r03821","B_o029_r03827","3","14","2","4","WP09C01997","3","1","5","B","5","positive","5","True"
"0","B_o029_r03731","B_o029_r03755","1","14","1","4","WP09C01998","3","1","4","B","4","positive","4","True"
"0","B_o029_r03835","B_o029_r03837","7","14","3","4","WP09C02000","3","1","3","B","3","positive","3","True"
"0","B_o029_r03781","B_o029_r03783","7","14","3","4","WP09C02011","3","1","3","B","3","positive","3","True"
"0","B_o029_r03743","B_o029_r03767","1","14","1","4","WP09C02015","3","1","4","B","4","positive","4","True"
"0","B_o029_r03817","B_o029_r03823","3","7","2","3","WP09C02019","3","1","2","B","2","positive","2","True"
"0","B_o029_r03818","B_o029_r03824","3","7","2","3","WP09C02024","3","1","2","B","2","positive","2","True"
"0","B_o030_r03907","B_o030_r03909","7","14","3","4","WP09C02031","3","1","3","B","3","positive","3","True"
"0","B_o030_r03949","B_o030_r03951","7","14","3","4","WP09C02032","3","1","3","B","3","positive","3","True"
"0","B_o030_r03914","B_o030_r03920","3","7","2","3","WP09C02033","3","1","2","B","2","positive","2","True"
"0","B_o030_r03848","B_o030_r03872","1","7","1","3","WP09C02040","3","1","1","B","1","positive","1","True"
"0","B_o030_r03854","B_o030_r03878","1","7","1","3","WP09C02053","3","1","1","B","1","positive","1","True"
"0","B_o030_r03931","B_o030_r03933","7","14","3","4","WP09C02064","3","1","3","B","3","positive","3","True"
"0","B_o030_r03860","B_o030_r03884","1","7","1","3","WP09C02065","3","1","1","B","1","positive","1","True"
"0","B_o030_r03917","B_o030_r03923","3","14","2","4","WP09C02066","3","1","5","B","5","positive","5","True"
"0","B_o030_r03890","B_o030_r03896","3","7","2","3","WP09C02067","3","1","2","B","2","positive","2","True"
"0","B_o030_r03857","B_o030_r03881","1","14","1","4","WP09C02072","3","1","4","B","4","positive","4","True"
"0","B_o030_r03861","B_o030_r03885","1","14","1","4","WP09C02074","3","1","4","B","4","positive","4","True"
"0","B_o030_r03859","B_o030_r03883","1","7","1","3","WP09C02077","3","1","1","B","1","positive","1","True"
"0","B_o030_r03941","B_o030_r03947","3","14","2","4","WP09C02078","3","1","5","B","5","positive","5","True"
"0","B_o030_r03851","B_o030_r03875","1","14","1","4","WP09C02079","3","1","4","B","4","positive","4","True"
"0","B_o030_r03955","B_o030_r03957","7","14","3","4","WP09C02081","3","1","3","B","3","positive","3","True"
"0","B_o030_r03901","B_o030_r03903","7","14","3","4","WP09C02092","3","1","3","B","3","positive","3","True"
"0","B_o030_r03863","B_o030_r03887","1","14","1","4","WP09C02096","3","1","4","B","4","positive","4","True"
"0","B_o030_r03937","B_o030_r03943","3","7","2","3","WP09C02100","3","1","2","B","2","positive","2","True"
"0","B_o030_r03938","B_o030_r03944","3","7","2","3","WP09C02105","3","1","2","B","2","positive","2","True"
"0","B_o031_r04027","B_o031_r04029","7","14","3","4","WP09C02111","3","1","3","B","3","positive","3","True"
"0","B_o031_r04069","B_o031_r04071","7","14","3","4","WP09C02113","3","1","3","B","3","positive","3","True"
"0","B_o031_r04034","B_o031_r04040","3","7","2","3","WP09C02114","3","1","2","B","2","positive","2","True"
"0","B_o031_r03968","B_o031_r03992","1","7","1","3","WP09C02119","3","1","1","B","1","positive","1","True"
"0","B_o031_r03974","B_o031_r03998","1","7","1","3","WP09C02129","3","1","1","B","1","positive","1","True"
"0","B_o031_r04051","B_o031_r04053","7","14","3","4","WP09C02134","3","1","3","B","3","positive","3","True"
"0","B_o031_r04037","B_o031_r04043","3","14","2","4","WP09C02135","3","1","5","B","5","positive","5","True"
"0","B_o031_r04010","B_o031_r04016","3","7","2","3","WP09C02136","3","1","2","B","2","positive","2","True"
"0","B_o031_r03977","B_o031_r04001","1","14","1","4","WP09C02139","3","1","4","B","4","positive","4","True"
"0","B_o031_r03981","B_o031_r04005","1","14","1","4","WP09C02141","3","1","4","B","4","positive","4","True"
"0","B_o031_r03979","B_o031_r04003","1","7","1","3","WP09C02142","3","1","1","B","1","positive","1","True"
"0","B_o031_r04045","B_o031_r04047","7","14","3","4","WP09C02143","3","1","3","B","3","positive","3","True"
"0","B_o031_r03971","B_o031_r03995","1","14","1","4","WP09C02145","3","1","4","B","4","positive","4","True"
"0","B_o031_r04021","B_o031_r04023","7","14","3","4","WP09C02159","3","1","3","B","3","positive","3","True"
"0","B_o031_r04057","B_o031_r04063","3","7","2","3","WP09C02164","3","1","2","B","2","positive","2","True"
"0","B_o032_r04154","B_o032_r04160","3","7","2","3","WP09C02171","3","1","2","B","2","positive","2","True"
"0","B_o032_r04088","B_o032_r04112","1","7","1","3","WP09C02177","3","1","1","B","1","positive","1","True"
"0","B_o032_r04133","B_o032_r04139","3","14","2","4","WP09C02185","3","1","5","B","5","positive","5","True"
"0","B_o032_r04094","B_o032_r04118","1","7","1","3","WP09C02190","3","1","1","B","1","positive","1","True"
"0","B_o032_r04171","B_o032_r04173","7","14","3","4","WP09C02199","3","1","3","B","3","positive","3","True"
"0","B_o032_r04100","B_o032_r04124","1","7","1","3","WP09C02200","3","1","1","B","1","positive","1","True"
"0","B_o032_r04157","B_o032_r04163","3","14","2","4","WP09C02201","3","1","5","B","5","positive","5","True"
"0","B_o032_r04130","B_o032_r04136","3","7","2","3","WP09C02202","3","1","2","B","2","positive","2","True"
"0","B_o032_r04097","B_o032_r04121","1","14","1","4","WP09C02206","3","1","4","B","4","positive","4","True"
"0","B_o032_r04179","B_o032_r04185","3","14","2","4","WP09C02208","3","1","5","B","5","positive","5","True"
"0","B_o032_r04099","B_o032_r04123","1","7","1","3","WP09C02211","3","1","1","B","1","positive","1","True"
"0","B_o032_r04101","B_o032_r04125","1","14","1","4","WP09C02212","3","1","4","B","4","positive","4","True"
"0","B_o032_r04181","B_o032_r04187","3","14","2","4","WP09C02213","3","1","5","B","5","positive","5","True"
"0","B_o032_r04091","B_o032_r04115","1","14","1","4","WP09C02214","3","1","4","B","4","positive","4","True"
"0","B_o032_r04195","B_o032_r04197","7","14","3","4","WP09C02216","3","1","3","B","3","positive","3","True"
"0","B_o032_r04103","B_o032_r04127","1","14","1","4","WP09C02227","3","1","4","B","4","positive","4","True"
"0","B_o032_r04177","B_o032_r04183","3","7","2","3","WP09C02233","3","1","2","B","2","positive","2","True"
"0","B_o032_r04178","B_o032_r04184","3","7","2","3","WP09C02238","3","1","2","B","2","positive","2","True"
"0","B_o033_r04274","B_o033_r04280","3","7","2","3","WP09C02247","3","1","2","B","2","positive","2","True"
"0","B_o033_r04208","B_o033_r04232","1","7","1","3","WP09C02253","3","1","1","B","1","positive","1","True"
"0","B_o033_r04253","B_o033_r04259","3","14","2","4","WP09C02261","3","1","5","B","5","positive","5","True"
"0","B_o033_r04214","B_o033_r04238","1","7","1","3","WP09C02266","3","1","1","B","1","positive","1","True"
"0","B_o033_r04291","B_o033_r04293","7","14","3","4","WP09C02275","3","1","3","B","3","positive","3","True"
"0","B_o033_r04220","B_o033_r04244","1","7","1","3","WP09C02276","3","1","1","B","1","positive","1","True"
"0","B_o033_r04277","B_o033_r04283","3","14","2","4","WP09C02277","3","1","5","B","5","positive","5","True"
"0","B_o033_r04250","B_o033_r04256","3","7","2","3","WP09C02278","3","1","2","B","2","positive","2","True"
"0","B_o033_r04217","B_o033_r04241","1","14","1","4","WP09C02282","3","1","4","B","4","positive","4","True"
"0","B_o033_r04299","B_o033_r04305","3","14","2","4","WP09C02284","3","1","5","B","5","positive","5","True"
"0","B_o033_r04219","B_o033_r04243","1","7","1","3","WP09C02287","3","1","1","B","1","positive","1","True"
"0","B_o033_r04221","B_o033_r04245","1","14","1","4","WP09C02288","3","1","4","B","4","positive","4","True"
"0","B_o033_r04301","B_o033_r04307","3","14","2","4","WP09C02289","3","1","5","B","5","positive","5","True"
"0","B_o033_r04211","B_o033_r04235","1","14","1","4","WP09C02290","3","1","4","B","4","positive","4","True"
"0","B_o033_r04315","B_o033_r04317","7","14","3","4","WP09C02292","3","1","3","B","3","positive","3","True"
"0","B_o033_r04223","B_o033_r04247","1","14","1","4","WP09C02303","3","1","4","B","4","positive","4","True"
"0","B_o033_r04297","B_o033_r04303","3","7","2","3","WP09C02309","3","1","2","B","2","positive","2","True"
"0","B_o033_r04298","B_o033_r04304","3","7","2","3","WP09C02314","3","1","2","B","2","positive","2","True"
"0","B_o034_r04394","B_o034_r04400","3","7","2","3","WP09C02323","3","1","2","B","2","positive","2","True"
"0","B_o034_r04328","B_o034_r04352","1","7","1","3","WP09C02327","3","1","1","B","1","positive","1","True"
"0","B_o034_r04373","B_o034_r04379","3","14","2","4","WP09C02333","3","1","5","B","5","positive","5","True"
"0","B_o034_r04334","B_o034_r04358","1","7","1","3","WP09C02337","3","1","1","B","1","positive","1","True"
"0","B_o034_r04411","B_o034_r04413","7","14","3","4","WP09C02341","3","1","3","B","3","positive","3","True"
"0","B_o034_r04397","B_o034_r04403","3","14","2","4","WP09C02342","3","1","5","B","5","positive","5","True"
"0","B_o034_r04370","B_o034_r04376","3","7","2","3","WP09C02343","3","1","2","B","2","positive","2","True"
"0","B_o034_r04337","B_o034_r04361","1","14","1","4","WP09C02345","3","1","4","B","4","positive","4","True"
"0","B_o034_r04419","B_o034_r04425","3","14","2","4","WP09C02347","3","1","5","B","5","positive","5","True"
"0","B_o034_r04339","B_o034_r04363","1","7","1","3","WP09C02348","3","1","1","B","1","positive","1","True"
"0","B_o034_r04341","B_o034_r04365","1","14","1","4","WP09C02349","3","1","4","B","4","positive","4","True"
"0","B_o034_r04331","B_o034_r04355","1","14","1","4","WP09C02351","3","1","4","B","4","positive","4","True"
"0","B_o034_r04417","B_o034_r04423","3","7","2","3","WP09C02369","3","1","2","B","2","positive","2","True"
"0","B_o035_r04514","B_o035_r04520","3","7","2","3","WP09C02379","3","1","2","B","2","positive","2","True"
"0","B_o035_r04448","B_o035_r04472","1","7","1","3","WP09C02383","3","1","1","B","1","positive","1","True"
"0","B_o035_r04501","B_o035_r04503","7","14","3","4","WP09C02389","3","1","3","B","3","positive","3","True"
"0","B_o035_r04493","B_o035_r04499","3","14","2","4","WP09C02390","3","1","5","B","5","positive","5","True"
"0","B_o035_r04454","B_o035_r04478","1","7","1","3","WP09C02395","3","1","1","B","1","positive","1","True"
"0","B_o035_r04507","B_o035_r04509","7","14","3","4","WP09C02401","3","1","3","B","3","positive","3","True"
"0","B_o035_r04531","B_o035_r04533","7","14","3","4","WP09C02402","3","1","3","B","3","positive","3","True"
"0","B_o035_r04525","B_o035_r04527","7","14","3","4","WP09C02403","3","1","3","B","3","positive","3","True"
"0","B_o035_r04517","B_o035_r04523","3","14","2","4","WP09C02404","3","1","5","B","5","positive","5","True"
"0","B_o035_r04490","B_o035_r04496","3","7","2","3","WP09C02406","3","1","2","B","2","positive","2","True"
"0","B_o035_r04457","B_o035_r04481","1","14","1","4","WP09C02407","3","1","4","B","4","positive","4","True"
"0","B_o035_r04539","B_o035_r04545","3","14","2","4","WP09C02409","3","1","5","B","5","positive","5","True"
"0","B_o035_r04459","B_o035_r04483","1","7","1","3","WP09C02410","3","1","1","B","1","positive","1","True"
"0","B_o035_r04461","B_o035_r04485","1","14","1","4","WP09C02411","3","1","4","B","4","positive","4","True"
"0","B_o035_r04451","B_o035_r04475","1","14","1","4","WP09C02412","3","1","4","B","4","positive","4","True"
"0","B_o035_r04549","B_o035_r04551","7","14","3","4","WP09C02416","3","1","3","B","3","positive","3","True"
"0","B_o035_r04537","B_o035_r04543","3","7","2","3","WP09C02430","3","1","2","B","2","positive","2","True"
"1","B_o036_r04565","B_o036_r04571","3","14","2","4","WP09C02448","7","5","1","B","1","positive","1","True"
"0","B_o036_r04571","B_o036_r04595","1","14","1","4","WP09C02448","5","1","2","B","2","positive","2","True"
"5","B_o036_r04567","B_o036_r04573","3","14","2","4","WP09C02454","9","7","3","B","3","positive","3","True"
"1","B_o036_r04563","B_o036_r04569","3","14","2","4","WP09C02456","7","5","1","B","1","positive","1","True"
"0","B_o036_r04569","B_o036_r04593","1","14","1","4","WP09C02456","5","1","2","B","2","positive","2","True"
"5","B_o036_r04591","B_o036_r04597","3","14","2","4","WP09C02458","9","7","3","B","3","positive","3","True"
"4","B_o036_r04597","B_o036_r04621","1","14","1","4","WP09C02458","7","5","4","B","4","positive","4","True"
"3","B_o036_r04585","B_o036_r04587","7","14","3","4","WP09C02460","9","7","1","B","1","positive","1","True"
"2","B_o036_r04587","B_o036_r04611","1","14","1","4","WP09C02460","7","5","2","B","2","positive","2","True"
"0","B_o036_r04577","B_o036_r04601","1","14","1","4","WP09C02470","5","1","2","B","2","positive","2","True"
"6","B_o036_r04609","B_o036_r04633","1","14","1","4","WP09C02474","9","7","4","B","4","positive","4","True"
"6","B_o036_r04615","B_o036_r04639","1","14","1","4","WP09C02477","9","7","4","B","4","positive","4","True"
"0","B_o036_r04583","B_o036_r04607","1","14","1","4","WP09C02480","5","1","2","B","2","positive","2","True"
"4","B_o036_r04603","B_o036_r04627","1","14","1","4","WP09C02481","7","5","4","B","4","positive","4","True"
"2","B_o036_r04589","B_o036_r04613","1","14","1","4","WP09C02486","7","5","2","B","2","positive","2","True"
"4","B_o037_r04723","B_o037_r04747","1","14","1","4","WP09C02491","7","5","4","B","4","positive","4","True"
"1","B_o037_r04685","B_o037_r04691","3","14","2","4","WP09C02496","7","5","1","B","1","positive","1","True"
"0","B_o037_r04691","B_o037_r04715","1","14","1","4","WP09C02496","5","1","2","B","2","positive","2","True"
"5","B_o037_r04687","B_o037_r04693","3","14","2","4","WP09C02502","9","7","3","B","3","positive","3","True"
"1","B_o037_r04683","B_o037_r04689","3","14","2","4","WP09C02504","7","5","1","B","1","positive","1","True"
"0","B_o037_r04689","B_o037_r04713","1","14","1","4","WP09C02504","5","1","2","B","2","positive","2","True"
"5","B_o037_r04711","B_o037_r04717","3","14","2","4","WP09C02506","9","7","3","B","3","positive","3","True"
"4","B_o037_r04717","B_o037_r04741","1","14","1","4","WP09C02506","7","5","4","B","4","positive","4","True"
"3","B_o037_r04705","B_o037_r04707","7","14","3","4","WP09C02507","9","7","1","B","1","positive","1","True"
"2","B_o037_r04707","B_o037_r04731","1","14","1","4","WP09C02507","7","5","2","B","2","positive","2","True"
"0","B_o037_r04703","B_o037_r04727","1","14","1","4","WP09C02513","5","1","2","B","2","positive","2","True"
"0","B_o037_r04697","B_o037_r04721","1","14","1","4","WP09C02521","5","1","2","B","2","positive","2","True"
"1","B_o037_r04699","B_o037_r04701","7","14","3","4","WP09C02525","7","5","3","B","3","positive","3","True"
"0","B_o037_r04701","B_o037_r04725","1","14","1","4","WP09C02525","5","1","2","B","2","positive","2","True"
"6","B_o037_r04729","B_o037_r04753","1","14","1","4","WP09C02528","9","7","4","B","4","positive","4","True"
"6","B_o037_r04735","B_o037_r04759","1","14","1","4","WP09C02529","9","7","4","B","4","positive","4","True"
"2","B_o037_r04709","B_o037_r04733","1","14","1","4","WP09C02535","7","5","2","B","2","positive","2","True"
"4","B_o038_r04843","B_o038_r04867","1","14","1","4","WP09C02541","7","5","4","B","4","positive","4","True"
"4","B_o038_r04903","B_o038_r04909","3","14","2","4","WP09C02542","7","5","3","B","3","positive","3","True"
"0","B_o038_r04909","B_o038_r04911","7","14","3","4","WP09C02542","5","1","3","B","3","positive","3","True"
"1","B_o038_r04805","B_o038_r04811","3","14","2","4","WP09C02549","7","5","1","B","1","positive","1","True"
"0","B_o038_r04811","B_o038_r04835","1","14","1","4","WP09C02549","5","1","2","B","2","positive","2","True"
"0","B_o038_r04915","B_o038_r04917","7","14","3","4","WP09C02551","5","1","3","B","3","positive","3","True"
"1","B_o038_r04803","B_o038_r04809","3","14","2","4","WP09C02560","7","5","1","B","1","positive","1","True"
"0","B_o038_r04809","B_o038_r04833","1","14","1","4","WP09C02560","5","1","2","B","2","positive","2","True"
"4","B_o038_r04837","B_o038_r04861","1","14","1","4","WP09C02563","7","5","4","B","4","positive","4","True"
"2","B_o038_r04827","B_o038_r04851","1","14","1","4","WP09C02564","7","5","2","B","2","positive","2","True"
"0","B_o038_r04823","B_o038_r04847","1","14","1","4","WP09C02571","5","1","2","B","2","positive","2","True"
"0","B_o038_r04817","B_o038_r04841","1","14","1","4","WP09C02579","5","1","2","B","2","positive","2","True"
"1","B_o038_r04819","B_o038_r04821","7","14","3","4","WP09C02583","7","5","3","B","3","positive","3","True"
"0","B_o038_r04821","B_o038_r04845","1","14","1","4","WP09C02583","5","1","2","B","2","positive","2","True"
"2","B_o038_r04829","B_o038_r04853","1","14","1","4","WP09C02597","7","5","2","B","2","positive","2","True"
"2","B_o038_r04897","B_o038_r04899","7","14","3","4","WP09C02598","7","5","3","B","3","positive","3","True"
"0","B_o038_r04899","B_o038_r04905","3","14","2","4","WP09C02598","5","1","3","B","3","positive","3","True"
"4","B_o039_r04963","B_o039_r04987","1","14","1","4","WP09C02606","7","5","4","B","4","positive","4","True"
"4","B_o039_r05023","B_o039_r05029","3","14","2","4","WP09C02607","7","5","3","B","3","positive","3","True"
"0","B_o039_r05029","B_o039_r05031","7","14","3","4","WP09C02607","5","1","3","B","3","positive","3","True"
"1","B_o039_r04925","B_o039_r04931","3","14","2","4","WP09C02614","7","5","1","B","1","positive","1","True"
"0","B_o039_r04931","B_o039_r04955","1","14","1","4","WP09C02614","5","1","2","B","2","positive","2","True"
"0","B_o039_r05035","B_o039_r05037","7","14","3","4","WP09C02616","5","1","3","B","3","positive","3","True"
"1","B_o039_r04923","B_o039_r04929","3","14","2","4","WP09C02625","7","5","1","B","1","positive","1","True"
"0","B_o039_r04929","B_o039_r04953","1","14","1","4","WP09C02625","5","1","2","B","2","positive","2","True"
"4","B_o039_r04957","B_o039_r04981","1","14","1","4","WP09C02628","7","5","4","B","4","positive","4","True"
"2","B_o039_r04947","B_o039_r04971","1","14","1","4","WP09C02629","7","5","2","B","2","positive","2","True"
"0","B_o039_r04943","B_o039_r04967","1","14","1","4","WP09C02636","5","1","2","B","2","positive","2","True"
"0","B_o039_r04937","B_o039_r04961","1","14","1","4","WP09C02644","5","1","2","B","2","positive","2","True"
"1","B_o039_r04939","B_o039_r04941","7","14","3","4","WP09C02648","7","5","3","B","3","positive","3","True"
"0","B_o039_r04941","B_o039_r04965","1","14","1","4","WP09C02648","5","1","2","B","2","positive","2","True"
"2","B_o039_r04949","B_o039_r04973","1","14","1","4","WP09C02662","7","5","2","B","2","positive","2","True"
"2","B_o039_r05017","B_o039_r05019","7","14","3","4","WP09C02663","7","5","3","B","3","positive","3","True"
"0","B_o039_r05019","B_o039_r05025","3","14","2","4","WP09C02663","5","1","3","B","3","positive","3","True"
"4","B_o040_r05083","B_o040_r05107","1","14","1","4","WP09C02671","7","5","4","B","4","positive","4","True"
"1","B_o040_r05045","B_o040_r05051","3","14","2","4","WP09C02677","7","5","1","B","1","positive","1","True"
"0","B_o040_r05051","B_o040_r05075","1","14","1","4","WP09C02677","5","1","2","B","2","positive","2","True"
"1","B_o040_r05043","B_o040_r05049","3","14","2","4","WP09C02682","7","5","1","B","1","positive","1","True"
"0","B_o040_r05049","B_o040_r05073","1","14","1","4","WP09C02682","5","1","2","B","2","positive","2","True"
"5","B_o040_r05047","B_o040_r05053","3","14","2","4","WP09C02683","11","7","1","B","1","positive","1","True"
"5","B_o040_r05071","B_o040_r05077","3","14","2","4","WP09C02687","11","7","1","B","1","positive","1","True"
"4","B_o040_r05077","B_o040_r05101","1","14","1","4","WP09C02687","7","5","4","B","4","positive","4","True"
"2","B_o040_r05067","B_o040_r05091","1","14","1","4","WP09C02693","7","5","2","B","2","positive","2","True"
"0","B_o040_r05117","B_o040_r05123","3","14","2","4","WP09C02696","5","1","3","B","3","positive","3","True"
"0","B_o040_r05057","B_o040_r05081","1","14","1","4","WP09C02703","5","1","2","B","2","positive","2","True"
"1","B_o040_r05059","B_o040_r05061","7","14","3","4","WP09C02706","7","5","3","B","3","positive","3","True"
"0","B_o040_r05061","B_o040_r05085","1","14","1","4","WP09C02706","5","1","2","B","2","positive","2","True"
"6","B_o040_r05089","B_o040_r05113","1","14","1","4","WP09C02709","11","7","2","B","2","positive","2","True"
"6","B_o040_r05095","B_o040_r05119","1","14","1","4","WP09C02710","11","7","2","B","2","positive","2","True"
"0","B_o040_r05063","B_o040_r05087","1","14","1","4","WP09C02716","5","1","2","B","2","positive","2","True"
"2","B_o040_r05069","B_o040_r05093","1","14","1","4","WP09C02717","7","5","2","B","2","positive","2","True"
"4","B_o041_r05203","B_o041_r05227","1","14","1","4","WP09C02725","7","5","4","B","4","positive","4","True"
"4","B_o041_r05263","B_o041_r05269","3","14","2","4","WP09C02726","7","5","3","B","3","positive","3","True"
"0","B_o041_r05269","B_o041_r05271","7","14","3","4","WP09C02726","5","1","3","B","3","positive","3","True"
"1","B_o041_r05165","B_o041_r05171","3","14","2","4","WP09C02734","7","5","1","B","1","positive","1","True"
"0","B_o041_r05171","B_o041_r05195","1","14","1","4","WP09C02734","5","1","2","B","2","positive","2","True"
"0","B_o041_r05169","B_o041_r05193","1","14","1","4","WP09C02740","5","1","2","B","2","positive","2","True"
"4","B_o041_r05197","B_o041_r05221","1","14","1","4","WP09C02747","7","5","4","B","4","positive","4","True"
"0","B_o041_r05237","B_o041_r05243","3","14","2","4","WP09C02755","5","1","3","B","3","positive","3","True"
"0","B_o041_r05177","B_o041_r05201","1","14","1","4","WP09C02762","5","1","2","B","2","positive","2","True"
"1","B_o041_r05179","B_o041_r05181","7","14","3","4","WP09C02766","7","5","3","B","3","positive","3","True"
"0","B_o041_r05181","B_o041_r05205","1","14","1","4","WP09C02766","5","1","2","B","2","positive","2","True"
"0","B_o041_r05261","B_o041_r05267","3","14","2","4","WP09C02770","5","1","3","B","3","positive","3","True"
"0","B_o041_r05183","B_o041_r05207","1","14","1","4","WP09C02782","5","1","2","B","2","positive","2","True"
"2","B_o041_r05189","B_o041_r05213","1","14","1","4","WP09C02784","7","5","2","B","2","positive","2","True"
"2","B_o041_r05257","B_o041_r05259","7","14","3","4","WP09C02785","7","5","3","B","3","positive","3","True"
"0","B_o041_r05259","B_o041_r05265","3","14","2","4","WP09C02785","5","1","3","B","3","positive","3","True"
"4","B_o042_r05323","B_o042_r05347","1","14","1","4","WP09C02797","7","5","4","B","4","positive","4","True"
"4","B_o042_r05383","B_o042_r05389","3","14","2","4","WP09C02798","7","5","3","B","3","positive","3","True"
"0","B_o042_r05389","B_o042_r05391","7","14","3","4","WP09C02798","5","1","3","B","3","positive","3","True"
"1","B_o042_r05285","B_o042_r05291","3","14","2","4","WP09C02806","7","5","1","B","1","positive","1","True"
"0","B_o042_r05291","B_o042_r05315","1","14","1","4","WP09C02806","5","1","2","B","2","positive","2","True"
"0","B_o042_r05289","B_o042_r05313","1","14","1","4","WP09C02812","5","1","2","B","2","positive","2","True"
"4","B_o042_r05317","B_o042_r05341","1","14","1","4","WP09C02819","7","5","4","B","4","positive","4","True"
"0","B_o042_r05357","B_o042_r05363","3","14","2","4","WP09C02827","5","1","3","B","3","positive","3","True"
"0","B_o042_r05297","B_o042_r05321","1","14","1","4","WP09C02834","5","1","2","B","2","positive","2","True"
"1","B_o042_r05299","B_o042_r05301","7","14","3","4","WP09C02838","7","5","3","B","3","positive","3","True"
"0","B_o042_r05301","B_o042_r05325","1","14","1","4","WP09C02838","5","1","2","B","2","positive","2","True"
"0","B_o042_r05381","B_o042_r05387","3","14","2","4","WP09C02842","5","1","3","B","3","positive","3","True"
"0","B_o042_r05303","B_o042_r05327","1","14","1","4","WP09C02854","5","1","2","B","2","positive","2","True"
"2","B_o042_r05309","B_o042_r05333","1","14","1","4","WP09C02856","7","5","2","B","2","positive","2","True"
"2","B_o042_r05377","B_o042_r05379","7","14","3","4","WP09C02857","7","5","3","B","3","positive","3","True"
"0","B_o042_r05379","B_o042_r05385","3","14","2","4","WP09C02857","5","1","3","B","3","positive","3","True"
"4","B_o043_r05443","B_o043_r05467","1","14","1","4","WP09C02869","7","5","4","B","4","positive","4","True"
"4","B_o043_r05503","B_o043_r05509","3","14","2","4","WP09C02870","7","5","3","B","3","positive","3","True"
"0","B_o043_r05509","B_o043_r05511","7","14","3","4","WP09C02870","5","1","3","B","3","positive","3","True"
"1","B_o043_r05405","B_o043_r05411","3","14","2","4","WP09C02880","7","5","1","B","1","positive","1","True"
"0","B_o043_r05411","B_o043_r05435","1","14","1","4","WP09C02880","5","1","2","B","2","positive","2","True"
"0","B_o043_r05409","B_o043_r05433","1","14","1","4","WP09C02890","5","1","2","B","2","positive","2","True"
"0","B_o043_r05491","B_o043_r05493","7","14","3","4","WP09C02903","5","1","3","B","3","positive","3","True"
"0","B_o043_r05477","B_o043_r05483","3","14","2","4","WP09C02905","5","1","3","B","3","positive","3","True"
"0","B_o043_r05417","B_o043_r05441","1","14","1","4","WP09C02913","5","1","2","B","2","positive","2","True"
"1","B_o043_r05419","B_o043_r05421","7","14","3","4","WP09C02917","7","5","3","B","3","positive","3","True"
"0","B_o043_r05421","B_o043_r05445","1","14","1","4","WP09C02917","5","1","2","B","2","positive","2","True"
"0","B_o043_r05501","B_o043_r05507","3","14","2","4","WP09C02921","5","1","3","B","3","positive","3","True"
"0","B_o043_r05515","B_o043_r05517","7","14","3","4","WP09C02922","5","1","3","B","3","positive","3","True"
"0","B_o043_r05423","B_o043_r05447","1","14","1","4","WP09C02935","5","1","2","B","2","positive","2","True"
"2","B_o043_r05429","B_o043_r05453","1","14","1","4","WP09C02937","7","5","2","B","2","positive","2","True"
"2","B_o043_r05497","B_o043_r05499","7","14","3","4","WP09C02938","7","5","3","B","3","positive","3","True"
"0","B_o043_r05499","B_o043_r05505","3","14","2","4","WP09C02938","5","1","3","B","3","positive","3","True"
"0","B_o043_r05415","B_o043_r05439","1","14","1","4","WP09C02946","5","1","2","B","2","positive","2","True"
"4","B_o044_r05563","B_o044_r05587","1","14","1","4","WP09C02951","7","5","4","B","4","positive","4","True"
"4","B_o044_r05623","B_o044_r05629","3","14","2","4","WP09C02952","7","5","3","B","3","positive","3","True"
"0","B_o044_r05629","B_o044_r05631","7","14","3","4","WP09C02952","5","1","3","B","3","positive","3","True"
"1","B_o044_r05525","B_o044_r05531","3","14","2","4","WP09C02962","7","5","1","B","1","positive","1","True"
"0","B_o044_r05531","B_o044_r05555","1","14","1","4","WP09C02962","5","1","2","B","2","positive","2","True"
