"D","Delta","EDD_order","P","SPT_order","TT_EDD","TT_SPT","d_by_rank","d_multiset","instance_id","n","p_by_rank","panel","tau_den","tau_num"
"57","-2","[4,2,3,5,1]","25","[1,2,3,4,5]","21","19","[17,9,11,5,15]","[5,9,11,15,17]","B_o118_r14505","5","[1,2,4,7,11]","B","125","68"
"57","","[5,2,3,4,1]","25","[1,2,3,4,5]","","","[17,9,11,15,5]","[5,9,11,15,17]","B_o118_r14506","5","[1,2,4,7,11]","B","125","68"
"57","","[4,2,5,3,1]","25","[1,2,3,4,5]","","","[17,9,15,5,11]","[5,9,11,15,17]","B_o118_r14507","5","[1,2,4,7,11]","B","125","68"
"57","","[5,2,4,3,1]","25","[1,2,3,4,5]","","","[17,9,15,11,5]","[5,9,11,15,17]","B_o118_r14508","5","[1,2,4,7,11]","B","125","68"
"57","","[3,4,2,5,1]","25","[1,2,3,4,5]","","","[17,11,5,9,15]","[5,9,11,15,17]","B_o118_r14509","5","[1,2,4,7,11]","B","125","68"
"57","","[3,5,2,4,1]","25","[1,2,3,4,5]","","","[17,11,5,15,9]","[5,9,11,15,17]","B_o118_r14510","5","[1,2,4,7,11]","B","125","68"
"57","","[4,3,2,5,1]","25","[1,2,3,4,5]","","","[17,11,9,5,15]","[5,9,11,15,17]","B_o118_r14511","5","[1,2,4,7,11]","B","125","68"
"57","","[5,3,2,4,1]","25","[1,2,3,4,5]","","","[17,11,9,15,5]","[5,9,11,15,17]","B_o118_r14512","5","[1,2,4,7,11]","B","125","68"
"57","","[4,5,2,3,1]","25","[1,2,3,4,5]","","","[17,11,15,5,9]","[5,9,11,15,17]","B_o118_r14513","5","[1,2,4,7,11]","B","125","68"
"57","","[5,4,2,3,1]","25","[1,2,3,4,5]","","","[17,11,15,9,5]","[5,9,11,15,17]","B_o118_r14514","5","[1,2,4,7,11]","B","125","68"
"57","","[3,4,5,2,1]","25","[1,2,3,4,5]","","","[17,15,5,9,11]","[5,9,11,15,17]","B_o118_r14515","5","[1,2,4,7,11]","B","125","68"
"57","","[3,5,4,2,1]","25","[1,2,3,4,5]","","","[17,15,5,11,9]","[5,9,11,15,17]","B_o118_r14516","5","[1,2,4,7,11]","B","125","68"
"57","","[4,3,5,2,1]","25","[1,2,3,4,5]","","","[17,15,9,5,11]","[5,9,11,15,17]","B_o118_r14517","5","[1,2,4,7,11]","B","125","68"
"57","","[5,3,4,2,1]","25","[1,2,3,4,5]","","","[17,15,9,11,5]","[5,9,11,15,17]","B_o118_r14518","5","[1,2,4,7,11]","B","125","68"
"57","","[4,5,3,2,1]","25","[1,2,3,4,5]","","","[17,15,11,5,9]","[5,9,11,15,17]","B_o118_r14519","5","[1,2,4,7,11]","B","125","68"
"57","","[5,4,3,2,1]","25","[1,2,3,4,5]","","","[17,15,11,9,5]","[5,9,11,15,17]","B_o118_r14520","5","[1,2,4,7,11]","B","125","68"
"59","0","[1,2,3,4,5]","25","[1,2,3,4,5]","8","8","[5,9,13,15,17]","[5,9,13,15,17]","B_o119_r14521","5","[1,2,4,7,11]","B","125","66"
"59","-1","[1,2,3,5,4]","25","[1,2,3,4,5]","11","10","[5,9,13,17,15]","[5,9,13,15,17]","B_o119_r14522","5","[1,2,4,7,11]","B","125","66"
"59","1","[1,2,4,3,5]","25","[1,2,3,4,5]","8","9","[5,9,15,13,17]","[5,9,13,15,17]","B_o119_r14523","5","[1,2,4,7,11]","B","125","66"
"59","0","[1,2,5,3,4]","25","[1,2,3,4,5]","12","12","[5,9,15,17,13]","[5,9,13,15,17]","B_o119_r14524","5","[1,2,4,7,11]","B","125","66"
"59","-3","[1,2,4,5,3]","25","[1,2,3,4,5]","14","11","[5,9,17,13,15]","[5,9,13,15,17]","B_o119_r14525","5","[1,2,4,7,11]","B","125","66"
"59","-3","[1,2,5,4,3]","25","[1,2,3,4,5]","15","12","[5,9,17,15,13]","[5,9,13,15,17]","B_o119_r14526","5","[1,2,4,7,11]","B","125","66"
"59","","[1,3,2,4,5]","25","[1,2,3,4,5]","","","[5,13,9,15,17]","[5,9,13,15,17]","B_o119_r14527","5","[1,2,4,7,11]","B","125","66"
"59","","[1,3,2,5,4]","25","[1,2,3,4,5]","","","[5,13,9,17,15]","[5,9,13,15,17]","B_o119_r14528","5","[1,2,4,7,11]","B","125","66"
"59","5","[1,4,2,3,5]","25","[1,2,3,4,5]","8","13","[5,13,15,9,17]","[5,9,13,15,17]","B_o119_r14529","5","[1,2,4,7,11]","B","125","66"
"59","1","[1,5,2,3,4]","25","[1,2,3,4,5]","15","16","[5,13,15,17,9]","[5,9,13,15,17]","B_o119_r14530","5","[1,2,4,7,11]","B","125","66"
"59","1","[1,4,2,5,3]","25","[1,2,3,4,5]","14","15","[5,13,17,9,15]","[5,9,13,15,17]","B_o119_r14531","5","[1,2,4,7,11]","B","125","66"
"59","-2","[1,5,2,4,3]","25","[1,2,3,4,5]","18","16","[5,13,17,15,9]","[5,9,13,15,17]","B_o119_r14532","5","[1,2,4,7,11]","B","125","66"
"59","1","[1,3,4,2,5]","25","[1,2,3,4,5]","8","9","[5,15,9,13,17]","[5,9,13,15,17]","B_o119_r14533","5","[1,2,4,7,11]","B","125","66"
"59","","[1,3,5,2,4]","25","[1,2,3,4,5]","","","[5,15,9,17,13]","[5,9,13,15,17]","B_o119_r14534","5","[1,2,4,7,11]","B","125","66"
"59","5","[1,4,3,2,5]","25","[1,2,3,4,5]","8","13","[5,15,13,9,17]","[5,9,13,15,17]","B_o119_r14535","5","[1,2,4,7,11]","B","125","66"
"59","-1","[1,5,3,2,4]","25","[1,2,3,4,5]","17","16","[5,15,13,17,9]","[5,9,13,15,17]","B_o119_r14536","5","[1,2,4,7,11]","B","125","66"
"59","-3","[1,4,5,2,3]","25","[1,2,3,4,5]","20","17","[5,15,17,9,13]","[5,9,13,15,17]","B_o119_r14537","5","[1,2,4,7,11]","B","125","66"
"59","-6","[1,5,4,2,3]","25","[1,2,3,4,5]","23","17","[5,15,17,13,9]","[5,9,13,15,17]","B_o119_r14538","5","[1,2,4,7,11]","B","125","66"
"59","-5","[1,3,4,5,2]","25","[1,2,3,4,5]","16","11","[5,17,9,13,15]","[5,9,13,15,17]","B_o119_r14539","5","[1,2,4,7,11]","B","125","66"
"59","","[1,3,5,4,2]","25","[1,2,3,4,5]","","","[5,17,9,15,13]","[5,9,13,15,17]","B_o119_r14540","5","[1,2,4,7,11]","B","125","66"
"59","-1","[1,4,3,5,2]","25","[1,2,3,4,5]","16","15","[5,17,13,9,15]","[5,9,13,15,17]","B_o119_r14541","5","[1,2,4,7,11]","B","125","66"
"59","-6","[1,5,3,4,2]","25","[1,2,3,4,5]","22","16","[5,17,13,15,9]","[5,9,13,15,17]","B_o119_r14542","5","[1,2,4,7,11]","B","125","66"
"59","","[1,4,5,3,2]","25","[1,2,3,4,5]","","","[5,17,15,9,13]","[5,9,13,15,17]","B_o119_r14543","5","[1,2,4,7,11]","B","125","66"
"59","-8","[1,5,4,3,2]","25","[1,2,3,4,5]","25","17","[5,17,15,13,9]","[5,9,13,15,17]","B_o119_r14544","5","[1,2,4,7,11]","B","125","66"
"59","","[2,1,3,4,5]","25","[1,2,3,4,5]","","","[9,5,13,15,17]","[5,9,13,15,17]","B_o119_r14545","5","[1,2,4,7,11]","B","125","66"
"59","","[2,1,3,5,4]","25","[1,2,3,4,5]","","","[9,5,13,17,15]","[5,9,13,15,17]","B_o119_r14546","5","[1,2,4,7,11]","B","125","66"
"59","","[2,1,4,3,5]","25","[1,2,3,4,5]","","","[9,5,15,13,17]","[5,9,13,15,17]","B_o119_r14547","5","[1,2,4,7,11]","B","125","66"
"59","","[2,1,5,3,4]","25","[1,2,3,4,5]","","","[9,5,15,17,13]","[5,9,13,15,17]","B_o119_r14548","5","[1,2,4,7,11]","B","125","66"
"59","","[2,1,4,5,3]","25","[1,2,3,4,5]","","","[9,5,17,13,15]","[5,9,13,15,17]","B_o119_r14549","5","[1,2,4,7,11]","B","125","66"
"59","","[2,1,5,4,3]","25","[1,2,3,4,5]","","","[9,5,17,15,13]","[5,9,13,15,17]","B_o119_r14550","5","[1,2,4,7,11]","B","125","66"
"59","","[3,1,2,4,5]","25","[1,2,3,4,5]","","","[9,13,5,15,17]","[5,9,13,15,17]","B_o119_r14551","5","[1,2,4,7,11]","B","125","66"
"59","","[3,1,2,5,4]","25","[1,2,3,4,5]","","","[9,13,5,17,15]","[5,9,13,15,17]","B_o119_r14552","5","[1,2,4,7,11]","B","125","66"
"59","7","[4,1,2,3,5]","25","[1,2,3,4,5]","10","17","[9,13,15,5,17]","[5,9,13,15,17]","B_o119_r14553","5","[1,2,4,7,11]","B","125","66"
"59","-1","[5,1,2,3,4]","25","[1,2,3,4,5]","21","20","[9,13,15,17,5]","[5,9,13,15,17]","B_o119_r14554","5","[1,2,4,7,11]","B","125","66"
"59","3","[4,1,2,5,3]","25","[1,2,3,4,5]","16","19","[9,13,17,5,15]","[5,9,13,15,17]","B_o119_r14555","5","[1,2,4,7,11]","B","125","66"
"59","-4","[5,1,2,4,3]","25","[1,2,3,4,5]","24","20","[9,13,17,15,5]","[5,9,13,15,17]","B_o119_r14556","5","[1,2,4,7,11]","B","125","66"
"59","","[3,1,4,2,5]","25","[1,2,3,4,5]","","","[9,15,5,13,17]","[5,9,13,15,17]","B_o119_r14557","5","[1,2,4,7,11]","B","125","66"
"59","","[3,1,5,2,4]","25","[1,2,3,4,5]","","","[9,15,5,17,13]","[5,9,13,15,17]","B_o119_r14558","5","[1,2,4,7,11]","B","125","66"
"59","7","[4,1,3,2,5]","25","[1,2,3,4,5]","10","17","[9,15,13,5,17]","[5,9,13,15,17]","B_o119_r14559","5","[1,2,4,7,11]","B","125","66"
"59","-3","[5,1,3,2,4]","25","[1,2,3,4,5]","23","20","[9,15,13,17,5]","[5,9,13,15,17]","B_o119_r14560","5","[1,2,4,7,11]","B","125","66"
"59","-1","[4,1,5,2,3]","25","[1,2,3,4,5]","22","21","[9,15,17,5,13]","[5,9,13,15,17]","B_o119_r14561","5","[1,2,4,7,11]","B","125","66"
"59","-8","[5,1,4,2,3]","25","[1,2,3,4,5]","29","21","[9,15,17,13,5]","[5,9,13,15,17]","B_o119_r14562","5","[1,2,4,7,11]","B","125","66"
"59","","[3,1,4,5,2]","25","[1,2,3,4,5]","","","[9,17,5,13,15]","[5,9,13,15,17]","B_o119_r14563","5","[1,2,4,7,11]","B","125","66"
"59","","[3,1,5,4,2]","25","[1,2,3,4,5]","","","[9,17,5,15,13]","[5,9,13,15,17]","B_o119_r14564","5","[1,2,4,7,11]","B","125","66"
"59","1","[4,1,3,5,2]","25","[1,2,3,4,5]","18","19","[9,17,13,5,15]","[5,9,13,15,17]","B_o119_r14565","5","[1,2,4,7,11]","B","125","66"
"59","-8","[5,1,3,4,2]","25","[1,2,3,4,5]","28","20","[9,17,13,15,5]","[5,9,13,15,17]","B_o119_r14566","5","[1,2,4,7,11]","B","125","66"
"59","","[4,1,5,3,2]","25","[1,2,3,4,5]","","","[9,17,15,5,13]","[5,9,13,15,17]","B_o119_r14567","5","[1,2,4,7,11]","B","125","66"
"59","-10","[5,1,4,3,2]","25","[1,2,3,4,5]","31","21","[9,17,15,13,5]","[5,9,13,15,17]","B_o119_r14568","5","[1,2,4,7,11]","B","125","66"
"59","","[2,3,1,4,5]","25","[1,2,3,4,5]","","","[13,5,9,15,17]","[5,9,13,15,17]","B_o119_r14569","5","[1,2,4,7,11]","B","125","66"
"59","","[2,3,1,5,4]","25","[1,2,3,4,5]","","","[13,5,9,17,15]","[5,9,13,15,17]","B_o119_r14570","5","[1,2,4,7,11]","B","125","66"
"59","5","[2,4,1,3,5]","25","[1,2,3,4,5]","8","13","[13,5,15,9,17]","[5,9,13,15,17]","B_o119_r14571","5","[1,2,4,7,11]","B","125","66"
"59","","[2,5,1,3,4]","25","[1,2,3,4,5]","","","[13,5,15,17,9]","[5,9,13,15,17]","B_o119_r14572","5","[1,2,4,7,11]","B","125","66"
"59","1","[2,4,1,5,3]","25","[1,2,3,4,5]","14","15","[13,5,17,9,15]","[5,9,13,15,17]","B_o119_r14573","5","[1,2,4,7,11]","B","125","66"
"59","","[2,5,1,4,3]","25","[1,2,3,4,5]","","","[13,5,17,15,9]","[5,9,13,15,17]","B_o119_r14574","5","[1,2,4,7,11]","B","125","66"
"59","","[3,2,1,4,5]","25","[1,2,3,4,5]","","","[13,9,5,15,17]","[5,9,13,15,17]","B_o119_r14575","5","[1,2,4,7,11]","B","125","66"
"59","","[3,2,1,5,4]","25","[1,2,3,4,5]","","","[13,9,5,17,15]","[5,9,13,15,17]","B_o119_r14576","5","[1,2,4,7,11]","B","125","66"
"59","7","[4,2,1,3,5]","25","[1,2,3,4,5]","10","17","[13,9,15,5,17]","[5,9,13,15,17]","B_o119_r14577","5","[1,2,4,7,11]","B","125","66"
"59","","[5,2,1,3,4]","25","[1,2,3,4,5]","","","[13,9,15,17,5]","[5,9,13,15,17]","B_o119_r14578","5","[1,2,4,7,11]","B","125","66"
"59","3","[4,2,1,5,3]","25","[1,2,3,4,5]","16","19","[13,9,17,5,15]","[5,9,13,15,17]","B_o119_r14579","5","[1,2,4,7,11]","B","125","66"
"59","","[5,2,1,4,3]","25","[1,2,3,4,5]","","","[13,9,17,15,5]","[5,9,13,15,17]","B_o119_r14580","5","[1,2,4,7,11]","B","125","66"
"59","5","[3,4,1,2,5]","25","[1,2,3,4,5]","10","15","[13,15,5,9,17]","[5,9,13,15,17]","B_o119_r14581","5","[1,2,4,7,11]","B","125","66"
"59","","[3,5,1,2,4]","25","[1,2,3,4,5]","","","[13,15,5,17,9]","[5,9,13,15,17]","B_o119_r14582","5","[1,2,4,7,11]","B","125","66"
"59","5","[4,3,1,2,5]","25","[1,2,3,4,5]","12","17","[13,15,9,5,17]","[5,9,13,15,17]","B_o119_r14583","5","[1,2,4,7,11]","B","125","66"
"59","","[5,3,1,2,4]","25","[1,2,3,4,5]","","","[13,15,9,17,5]","[5,9,13,15,17]","B_o119_r14584","5","[1,2,4,7,11]","B","125","66"
"59","-6","[4,5,1,2,3]","25","[1,2,3,4,5]","31","25","[13,15,17,5,9]","[5,9,13,15,17]","B_o119_r14585","5","[1,2,4,7,11]","B","125","66"
"59","","[5,4,1,2,3]","25","[1,2,3,4,5]","","","[13,15,17,9,5]","[5,9,13,15,17]","B_o119_r14586","5","[1,2,4,7,11]","B","125","66"
"59","-1","[3,4,1,5,2]","25","[1,2,3,4,5]","18","17","[13,17,5,9,15]","[5,9,13,15,17]","B_o119_r14587","5","[1,2,4,7,11]","B","125","66"
"59","","[3,5,1,4,2]","25","[1,2,3,4,5]","","","[13,17,5,15,9]","[5,9,13,15,17]","B_o119_r14588","5","[1,2,4,7,11]","B","125","66"
"59","-1","[4,3,1,5,2]","25","[1,2,3,4,5]","20","19","[13,17,9,5,15]","[5,9,13,15,17]","B_o119_r14589","5","[1,2,4,7,11]","B","125","66"
"59","","[5,3,1,4,2]","25","[1,2,3,4,5]","","","[13,17,9,15,5]","[5,9,13,15,17]","B_o119_r14590","5","[1,2,4,7,11]","B","125","66"
"59","","[4,5,1,3,2]","25","[1,2,3,4,5]","","","[13,17,15,5,9]","[5,9,13,15,17]","B_o119_r14591","5","[1,2,4,7,11]","B","125","66"
"59","","[5,4,1,3,2]","25","[1,2,3,4,5]","","","[13,17,15,9,5]","[5,9,13,15,17]","B_o119_r14592","5","[1,2,4,7,11]","B","125","66"
"59","1","[2,3,4,1,5]","25","[1,2,3,4,5]","8","9","[15,5,9,13,17]","[5,9,13,15,17]","B_o119_r14593","5","[1,2,4,7,11]","B","125","66"
"59","","[2,3,5,1,4]","25","[1,2,3,4,5]","","","[15,5,9,17,13]","[5,9,13,15,17]","B_o119_r14594","5","[1,2,4,7,11]","B","125","66"
"59","5","[2,4,3,1,5]","25","[1,2,3,4,5]","8","13","[15,5,13,9,17]","[5,9,13,15,17]","B_o119_r14595","5","[1,2,4,7,11]","B","125","66"
"59","","[2,5,3,1,4]","25","[1,2,3,4,5]","","","[15,5,13,17,9]","[5,9,13,15,17]","B_o119_r14596","5","[1,2,4,7,11]","B","125","66"
"59","-4","[2,4,5,1,3]","25","[1,2,3,4,5]","21","17","[15,5,17,9,13]","[5,9,13,15,17]","B_o119_r14597","5","[1,2,4,7,11]","B","125","66"
"59","","[2,5,4,1,3]","25","[1,2,3,4,5]","","","[15,5,17,13,9]","[5,9,13,15,17]","B_o119_r14598","5","[1,2,4,7,11]","B","125","66"
"59","3","[3,2,4,1,5]","25","[1,2,3,4,5]","8","11","[15,9,5,13,17]","[5,9,13,15,17]","B_o119_r14599","5","[1,2,4,7,11]","B","125","66"
"59","","[3,2,5,1,4]","25","[1,2,3,4,5]","","","[15,9,5,17,13]","[5,9,13,15,17]","B_o119_r14600","5","[1,2,4,7,11]","B","125","66"
"59","7","[4,2,3,1,5]","25","[1,2,3,4,5]","10","17","[15,9,13,5,17]","[5,9,13,15,17]","B_o119_r14601","5","[1,2,4,7,11]","B","125","66"
"59","","[5,2,3,1,4]","25","[1,2,3,4,5]","","","[15,9,13,17,5]","[5,9,13,15,17]","B_o119_r14602","5","[1,2,4,7,11]","B","125","66"
"59","-2","[4,2,5,1,3]","25","[1,2,3,4,5]","23","21","[15,9,17,5,13]","[5,9,13,15,17]","B_o119_r14603","5","[1,2,4,7,11]","B","125","66"
"59","","[5,2,4,1,3]","25","[1,2,3,4,5]","","","[15,9,17,13,5]","[5,9,13,15,17]","B_o119_r14604","5","[1,2,4,7,11]","B","125","66"
"59","5","[3,4,2,1,5]","25","[1,2,3,4,5]","10","15","[15,13,5,9,17]","[5,9,13,15,17]","B_o119_r14605","5","[1,2,4,7,11]","B","125","66"
"59","","[3,5,2,1,4]","25","[1,2,3,4,5]","","","[15,13,5,17,9]","[5,9,13,15,17]","B_o119_r14606","5","[1,2,4,7,11]","B","125","66"
"59","5","[4,3,2,1,5]","25","[1,2,3,4,5]","12","17","[15,13,9,5,17]","[5,9,13,15,17]","B_o119_r14607","5","[1,2,4,7,11]","B","125","66"
"59","","[5,3,2,1,4]","25","[1,2,3,4,5]","","","[15,13,9,17,5]","[5,9,13,15,17]","B_o119_r14608","5","[1,2,4,7,11]","B","125","66"
"59","","[4,5,2,1,3]","25","[1,2,3,4,5]","","","[15,13,17,5,9]","[5,9,13,15,17]","B_o119_r14609","5","[1,2,4,7,11]","B","125","66"
"59","","[5,4,2,1,3]","25","[1,2,3,4,5]","","","[15,13,17,9,5]","[5,9,13,15,17]","B_o119_r14610","5","[1,2,4,7,11]","B","125","66"
"59","-8","[3,4,5,1,2]","25","[1,2,3,4,5]","27","19","[15,17,5,9,13]","[5,9,13,15,17]","B_o119_r14611","5","[1,2,4,7,11]","B","125","66"
"59","","[3,5,4,1,2]","25","[1,2,3,4,5]","","","[15,17,5,13,9]","[5,9,13,15,17]","B_o119_r14612","5","[1,2,4,7,11]","B","125","66"
"59","-8","[4,3,5,1,2]","25","[1,2,3,4,5]","29","21","[15,17,9,5,13]","[5,9,13,15,17]","B_o119_r14613","5","[1,2,4,7,11]","B","125","66"
"59","","[5,3,4,1,2]","25","[1,2,3,4,5]","","","[15,17,9,13,5]","[5,9,13,15,17]","B_o119_r14614","5","[1,2,4,7,11]","B","125","66"
"59","","[4,5,3,1,2]","25","[1,2,3,4,5]","","","[15,17,13,5,9]","[5,9,13,15,17]","B_o119_r14615","5","[1,2,4,7,11]","B","125","66"
"59","","[5,4,3,1,2]","25","[1,2,3,4,5]","","","[15,17,13,9,5]","[5,9,13,15,17]","B_o119_r14616","5","[1,2,4,7,11]","B","125","66"
"59","-6","[2,3,4,5,1]","25","[1,2,3,4,5]","17","11","[17,5,9,13,15]","[5,9,13,15,17]","B_o119_r14617","5","[1,2,4,7,11]","B","125","66"
"59","","[2,3,5,4,1]","25","[1,2,3,4,5]","","","[17,5,9,15,13]","[5,9,13,15,17]","B_o119_r14618","5","[1,2,4,7,11]","B","125","66"
"59","-2","[2,4,3,5,1]","25","[1,2,3,4,5]","17","15","[17,5,13,9,15]","[5,9,13,15,17]","B_o119_r14619","5","[1,2,4,7,11]","B","125","66"
"59","","[2,5,3,4,1]","25","[1,2,3,4,5]","","","[17,5,13,15,9]","[5,9,13,15,17]","B_o119_r14620","5","[1,2,4,7,11]","B","125","66"
"59","","[2,4,5,3,1]","25","[1,2,3,4,5]","","","[17,5,15,9,13]","[5,9,13,15,17]","B_o119_r14621","5","[1,2,4,7,11]","B","125","66"
"59","","[2,5,4,3,1]","25","[1,2,3,4,5]","","","[17,5,15,13,9]","[5,9,13,15,17]","B_o119_r14622","5","[1,2,4,7,11]","B","125","66"
"59","-4","[3,2,4,5,1]","25","[1,2,3,4,5]","17","13","[17,9,5,13,15]","[5,9,13,15,17]","B_o119_r14623","5","[1,2,4,7,11]","B","125","66"
"59","","[3,2,5,4,1]","25","[1,2,3,4,5]","","","[17,9,5,15,13]","[5,9,13,15,17]","B_o119_r14624","5","[1,2,4,7,11]","B","125","66"
"59","0","[4,2,3,5,1]","25","[1,2,3,4,5]","19","19","[17,9,13,5,15]","[5,9,13,15,17]","B_o119_r14625","5","[1,2,4,7,11]","B","125","66"
"59","","[5,2,3,4,1]","25","[1,2,3,4,5]","","","[17,9,13,15,5]","[5,9,13,15,17]","B_o119_r14626","5","[1,2,4,7,11]","B","125","66"
"59","","[4,2,5,3,1]","25","[1,2,3,4,5]","","","[17,9,15,5,13]","[5,9,13,15,17]","B_o119_r14627","5","[1,2,4,7,11]","B","125","66"
"59","","[5,2,4,3,1]","25","[1,2,3,4,5]","","","[17,9,15,13,5]","[5,9,13,15,17]","B_o119_r14628","5","[1,2,4,7,11]","B","125","66"
"59","-2","[3,4,2,5,1]","25","[1,2,3,4,5]","19","17","[17,13,5,9,15]","[5,9,13,15,17]","B_o119_r14629","5","[1,2,4,7,11]","B","125","66"
"59","","[3,5,2,4,1]","25","[1,2,3,4,5]","","","[17,13,5,15,9]","[5,9,13,15,17]","B_o119_r14630","5","[1,2,4,7,11]","B","125","66"
"59","-2","[4,3,2,5,1]","25","[1,2,3,4,5]","21","19","[17,13,9,5,15]","[5,9,13,15,17]","B_o119_r14631","5","[1,2,4,7,11]","B","125","66"
"59","","[5,3,2,4,1]","25","[1,2,3,4,5]","","","[17,13,9,15,5]","[5,9,13,15,17]","B_o119_r14632","5","[1,2,4,7,11]","B","125","66"
"59","","[4,5,2,3,1]","25","[1,2,3,4,5]","","","[17,13,15,5,9]","[5,9,13,15,17]","B_o119_r14633","5","[1,2,4,7,11]","B","125","66"
"59","","[5,4,2,3,1]","25","[1,2,3,4,5]","","","[17,13,15,9,5]","[5,9,13,15,17]","B_o119_r14634","5","[1,2,4,7,11]","B","125","66"
"59","","[3,4,5,2,1]","25","[1,2,3,4,5]","","","[17,15,5,9,13]","[5,9,13,15,17]","B_o119_r14635","5","[1,2,4,7,11]","B","125","66"
"59","","[3,5,4,2,1]","25","[1,2,3,4,5]","","","[17,15,5,13,9]","[5,9,13,15,17]","B_o119_r14636","5","[1,2,4,7,11]","B","125","66"
"59","","[4,3,5,2,1]","25","[1,2,3,4,5]","","","[17,15,9,5,13]","[5,9,13,15,17]","B_o119_r14637","5","[1,2,4,7,11]","B","125","66"
"59","","[5,3,4,2,1]","25","[1,2,3,4,5]","","","[17,15,9,13,5]","[5,9,13,15,17]","B_o119_r14638","5","[1,2,4,7,11]","B","125","66"
"59","","[4,5,3,2,1]","25","[1,2,3,4,5]","","","[17,15,13,5,9]","[5,9,13,15,17]","B_o119_r14639","5","[1,2,4,7,11]","B","125","66"
"59","","[5,4,3,2,1]","25","[1,2,3,4,5]","","","[17,15,13,9,5]","[5,9,13,15,17]","B_o119_r14640","5","[1,2,4,7,11]","B","125","66"
"61","0","[1,2,3,4,5]","25","[1,2,3,4,5]","8","8","[5,11,13,15,17]","[5,11,13,15,17]","B_o120_r14641","5","[1,2,4,7,11]","B","125","64"
"61","-1","[1,2,3,5,4]","25","[1,2,3,4,5]","11","10","[5,11,13,17,15]","[5,11,13,15,17]","B_o120_r14642","5","[1,2,4,7,11]","B","125","64"
"61","1","[1,2,4,3,5]","25","[1,2,3,4,5]","8","9","[5,11,15,13,17]","[5,11,13,15,17]","B_o120_r14643","5","[1,2,4,7,11]","B","125","64"
"61","0","[1,2,5,3,4]","25","[1,2,3,4,5]","12","12","[5,11,15,17,13]","[5,11,13,15,17]","B_o120_r14644","5","[1,2,4,7,11]","B","125","64"
"61","-3","[1,2,4,5,3]","25","[1,2,3,4,5]","14","11","[5,11,17,13,15]","[5,11,13,15,17]","B_o120_r14645","5","[1,2,4,7,11]","B","125","64"
"61","-3","[1,2,5,4,3]","25","[1,2,3,4,5]","15","12","[5,11,17,15,13]","[5,11,13,15,17]","B_o120_r14646","5","[1,2,4,7,11]","B","125","64"
"61","","[1,3,2,4,5]","25","[1,2,3,4,5]","","","[5,13,11,15,17]","[5,11,13,15,17]","B_o120_r14647","5","[1,2,4,7,11]","B","125","64"
"61","","[1,3,2,5,4]","25","[1,2,3,4,5]","","","[5,13,11,17,15]","[5,11,13,15,17]","B_o120_r14648","5","[1,2,4,7,11]","B","125","64"
"61","","[1,4,2,3,5]","25","[1,2,3,4,5]","","","[5,13,15,11,17]","[5,11,13,15,17]","B_o120_r14649","5","[1,2,4,7,11]","B","125","64"
"61","1","[1,5,2,3,4]","25","[1,2,3,4,5]","13","14","[5,13,15,17,11]","[5,11,13,15,17]","B_o120_r14650","5","[1,2,4,7,11]","B","125","64"
"61","","[1,4,2,5,3]","25","[1,2,3,4,5]","","","[5,13,17,11,15]","[5,11,13,15,17]","B_o120_r14651","5","[1,2,4,7,11]","B","125","64"
"61","-2","[1,5,2,4,3]","25","[1,2,3,4,5]","16","14","[5,13,17,15,11]","[5,11,13,15,17]","B_o120_r14652","5","[1,2,4,7,11]","B","125","64"
"61","1","[1,3,4,2,5]","25","[1,2,3,4,5]","8","9","[5,15,11,13,17]","[5,11,13,15,17]","B_o120_r14653","5","[1,2,4,7,11]","B","125","64"
"61","","[1,3,5,2,4]","25","[1,2,3,4,5]","","","[5,15,11,17,13]","[5,11,13,15,17]","B_o120_r14654","5","[1,2,4,7,11]","B","125","64"
"61","3","[1,4,3,2,5]","25","[1,2,3,4,5]","8","11","[5,15,13,11,17]","[5,11,13,15,17]","B_o120_r14655","5","[1,2,4,7,11]","B","125","64"
"61","-1","[1,5,3,2,4]","25","[1,2,3,4,5]","15","14","[5,15,13,17,11]","[5,11,13,15,17]","B_o120_r14656","5","[1,2,4,7,11]","B","125","64"
"61","","[1,4,5,2,3]","25","[1,2,3,4,5]","","","[5,15,17,11,13]","[5,11,13,15,17]","B_o120_r14657","5","[1,2,4,7,11]","B","125","64"
"61","-6","[1,5,4,2,3]","25","[1,2,3,4,5]","21","15","[5,15,17,13,11]","[5,11,13,15,17]","B_o120_r14658","5","[1,2,4,7,11]","B","125","64"
"61","-5","[1,3,4,5,2]","25","[1,2,3,4,5]","16","11","[5,17,11,13,15]","[5,11,13,15,17]","B_o120_r14659","5","[1,2,4,7,11]","B","125","64"
"61","","[1,3,5,4,2]","25","[1,2,3,4,5]","","","[5,17,11,15,13]","[5,11,13,15,17]","B_o120_r14660","5","[1,2,4,7,11]","B","125","64"
"61","-3","[1,4,3,5,2]","25","[1,2,3,4,5]","16","13","[5,17,13,11,15]","[5,11,13,15,17]","B_o120_r14661","5","[1,2,4,7,11]","B","125","64"
"61","-6","[1,5,3,4,2]","25","[1,2,3,4,5]","20","14","[5,17,13,15,11]","[5,11,13,15,17]","B_o120_r14662","5","[1,2,4,7,11]","B","125","64"
